"ROW_ID","ROW_VERSION","participant_id","dt_passive","cloud_cover_IQR","cloud_cover_mean","cloud_cover_median","cloud_cover_std","dew_point_IQR","dew_point_mean","dew_point_median","dew_point_std","humidity_IQR","humidity_mean","humidity_median","humidity_std","precip_sum","temp_IQR","temp_mean","temp_median","temp_std"
"97979","72","EN00467","2017-02-13","0.05","0.04","0.04","0.04","6.59","28.47","28.42","3.11","0.27","0.71","0.72","0.12","0","14.93","37.39","38.13","6.98"
"97980","72","EN00467","2017-02-14","0","0","0","0","0.18","13.58","13.49","0.09","0.03","0.6","0.58","0.02","0","1.17","25.76","25.17","0.58"
"97981","72","EN00467","2017-02-15","0.06","0.07","0.05","0.11","3.98","15.44","14.25","3.03","0.19","0.61","0.65","0.12","0","8.19","27.37","28.65","5.15"
"97982","72","EN00467","2017-02-16","0.06","0.04","0.04","0.05","5.53","27.06","28.58","2.71","0.11","0.75","0.79","0.07","0","7.09","34.28","34.44","4.05"
"97983","72","EN00467","2017-02-17","0","0","0","0","9.97","35.44","36.74","4.89","0.32","0.71","0.72","0.16","0","22.37","45.14","45.26","10.49"
"97984","72","EN00467","2017-02-18","0","0","0","0","1.47","33.44","32.7","0.73","0.04","0.86","0.84","0.02","0","2.59","37.22","35.92","1.29"
"97985","72","EN00467","2017-02-19","0.12","0.08","0.03","0.11","8.58","38.28","41.01","4.84","0.27","0.73","0.67","0.14","0","18.4","47.12","51.79","9.71"
"97986","72","EN00467","2017-02-20","0.7","0.68","1","0.43","5.13","45.94","46.48","3.95","0.12","0.88","0.92","0.07","0.47","1.03","49.45","50.81","3.73"
"97987","72","EN00467","2017-02-21","0.48","0.32","0.18","0.34","10.25","39.77","41.57","5.48","0.27","0.81","0.88","0.15","0","19.44","46.03","46.33","10.01"
"97988","72","EN00467","2017-02-22","0.48","0.52","0.57","0.33","5.96","40.44","40.21","4.12","0.11","0.85","0.84","0.08","0","8.41","44.82","42.76","5.94"
"97989","72","EN00467","2017-02-23","0.16","0.86","0.92","0.16","2.46","25.83","26.21","2.39","0.07","0.76","0.77","0.05","0","3.48","32.48","32.4","2.36"
"97990","72","EN00467","2017-02-24","0.47","0.79","0.97","0.27","4.03","16.17","17.2","2.7","0.08","0.68","0.69","0.04","0","1.3","25.36","25.7","1.71"
"97991","72","EN00467","2017-02-25","0.4","0.28","0.14","0.36","11.55","12.11","9.65","5.94","0.11","0.61","0.63","0.09","0","12.09","23.73","25.5","6.42"
"97992","72","EN00467","2017-02-26","0.51","0.58","0.66","0.33","2.67","18.61","18.25","2.74","0.22","0.65","0.66","0.13","0","8.58","29.54","28.87","4.68"
"97993","72","EN00467","2017-02-27","0.46","0.56","0.69","0.31","3.66","24.04","23.36","2.98","0.24","0.66","0.72","0.15","0","12.41","35.03","36.78","6.69"
"97994","72","EN00467","2017-02-28","0.1","0.94","1","0.1","2.87","31.7","31.77","2.46","0.09","0.78","0.79","0.07","0","6.2","38.03","37.29","4.42"
"97995","72","EN00467","2017-03-01","0.15","0.91","0.98","0.13","1.52","23","23.56","2.42","0.15","0.76","0.74","0.09","0.02","6.14","29.81","28.55","3.51"
"97996","72","EN00469","2016-11-11","0.19","0.23","0.27","0.14","4.25","36.54","36.66","3.3","0.2","0.5","0.5","0.12","0","12.29","55.64","58.2","8.17"
"97997","72","EN00469","2016-11-12","0.28","0.31","0.22","0.33","1.3","37.5","37.42","1.29","0.12","0.52","0.53","0.08","0","5.48","55.31","53.53","3.74"
"97998","72","EN00469","2016-11-13","0.5","0.55","0.63","0.29","6.73","37.18","37.03","3.31","0.13","0.62","0.56","0.13","0","3.15","50.03","50.44","3.56"
"97999","72","EN00471","2016-11-11","0.08","0.05","0","0.09","5.91","35.56","36.88","3.08","0.32","0.53","0.49","0.22","0","16.29","54.71","58.29","11.73"
"98000","72","EN00471","2016-11-12","0","0","0","0.02","4.13","32.51","31.45","2.21","0.27","0.56","0.61","0.14","0","10.38","48.64","48.41","6.52"
"98001","72","EN00471","2016-11-13","0.71","0.49","0.57","0.36","11.29","35.29","37.83","5.21","0.12","0.79","0.83","0.08","0","13.73","41.37","44.51","6.89"
"98002","72","EN00471","2016-11-14","0.18","0.18","0.06","0.29","2.08","36.39","36.29","2.11","0.47","0.65","0.75","0.23","0","17","50.02","46.81","9.71"
"98003","72","EN00471","2016-11-15","0.98","0.44","0.25","0.43","3.01","40.56","39.81","2.19","0.31","0.76","0.86","0.2","0","10.71","49","44.56","7.9"
"98004","72","EN00471","2016-11-16","0.13","0.07","0.03","0.08","7.24","40.25","42.14","3.68","0.38","0.73","0.79","0.2","0","23.57","49.96","48.44","11.62"
"98005","72","EN00471","2016-11-17","0","0","0","0","4.73","41.13","42.57","2.91","0.4","0.7","0.82","0.22","0","22.23","52.46","49.42","12.04"
"98006","72","EN00471","2016-11-18","0","0","0","0","5.28","43.14","45.02","3.26","0.41","0.67","0.68","0.22","0","23.8","56.09","56.64","13.09"
"98007","72","EN00471","2016-11-19","0.07","0.08","0","0.19","17.45","36.54","41.19","10.26","0.33","0.55","0.54","0.17","0","14.6","53.69","50.24","9.43"
"98008","72","EN00471","2016-11-20","0","0","0","0","7.48","19.68","21.28","4.26","0.34","0.44","0.44","0.19","0","14.14","42.42","41.1","8.33"
"98009","72","EN00471","2016-11-21","0","0","0","0","3.2","18.84","19.76","2.58","0.39","0.43","0.45","0.19","0","19.62","42.86","42.92","10.78"
"98010","72","EN00471","2016-11-22","0","0","0","0","2.98","23.19","22.04","2.93","0.35","0.5","0.54","0.17","0","16.65","42.66","42.16","10.1"
"98011","72","EN00471","2016-11-23","0.25","0.9","0.95","0.11","3.88","35.66","35.61","1.58","0.08","0.54","0.54","0.03","0","0.29","51.91","51.93","0.12"
"98012","72","EN00471","2016-11-24","0.92","0.49","0.51","0.41","9.55","48.26","50.87","4.96","0.16","0.66","0.68","0.11","0","17.39","60.11","58.75","8.47"
"98013","72","EN00471","2016-11-25","0.235","0.395","0.41","0.235","4.97","48.875","48.24","3.62","0.335","0.735","0.725","0.175","0","14.565","58.345","54.835","8.74"
"98014","72","EN00471","2016-11-26","0","0.045","0","0.085","11.48","33.375","31.355","6.03","0.3","0.575","0.615","0.165","0","9.12","48.89","49.54","6.625"
"98015","72","EN00471","2016-11-27","0","0","0","0","4.21","28.74","29.94","2.25","0.37","0.66","0.7","0.18","0","17.76","40.21","38.81","9.39"
"98016","72","EN00471","2016-11-28","0.94","0.52","0.69","0.42","12.26","38.23","36.79","6.72","0.21","0.71","0.74","0.12","0","20.88","47.76","53.58","9.82"
"98017","72","EN00471","2016-11-29","0.05","0.96","1","0.06","3.34","60.49","62.32","3.24","0.07","0.88","0.9","0.05","0.06","2.57","64.2","64.97","2.22"
"98018","72","EN00471","2016-11-30","0.09","0.94","1","0.08","0.63","62.79","62.94","0.78","0.08","0.87","0.91","0.07","0.14","3.75","66.94","65.68","2.67"
"98019","72","EN00471","2016-12-01","0","0.13","0","0.28","8.81","42.39","39.3","8.26","0.31","0.67","0.71","0.19","0","9.96","54.22","55.55","6.23"
"98020","72","EN00471","2016-12-02","0","0","0","0","2.25","31.39","31.08","1.77","0.35","0.63","0.62","0.19","0","11.9","44.55","44.06","8.24"
"98021","72","EN00471","2016-12-03","0.06","0.18","0","0.34","3.24","32.9","33.03","1.65","0.16","0.61","0.63","0.09","0","10.48","45.95","46.72","5.08"
"98022","72","EN00471","2016-12-04","0","0.99","1","0.02","0.87","39.19","39.18","0.53","0.03","0.9","0.91","0.03","0.17","0.61","41.89","41.75","0.55"
"98023","72","EN00471","2016-12-05","0.25","0.78","0.94","0.31","7.21","44.52","45.45","3.52","0.08","0.86","0.89","0.09","0.16","10.07","48.51","51.06","5.86"
"98024","72","EN00471","2016-12-06","0","0.9","1","0.26","1.37","43.07","43.14","2.18","0.02","0.9","0.9","0.02","0.31","1.48","45.96","46.01","2.42"
"98025","72","EN00471","2016-12-07","0.22","0.84","0.91","0.2","1.95","41.85","41.66","2.23","0.18","0.83","0.86","0.14","0","8.59","47.3","49.26","5.63"
"98026","72","EN00471","2016-12-08","0.93","0.39","0.24","0.43","27.36","28.91","22.91","12.99","0.51","0.55","0.41","0.23","0","8.07","46.07","49.37","5.46"
"98027","72","EN00471","2016-12-09","0","0","0","0","1.17","14.14","14.53","1.16","0.15","0.43","0.45","0.09","0","6.92","34.84","34.37","4.66"
"98028","72","EN00471","2016-12-10","0","0","0","0","1.22","15.78","15.52","1.62","0.26","0.57","0.64","0.17","0","12.35","30.55","28.72","7.69"
"98029","72","EN00471","2016-12-11","1","0.57","0.93","0.47","6.15","21.83","19.12","5.11","0.25","0.66","0.75","0.18","0","14.59","33.25","36.88","7.38"
"98030","72","EN00471","2016-12-12","0.49","0.72","0.9","0.33","13.18","40.21","41.43","6.13","0.12","0.82","0.82","0.08","0","10.15","45.66","43.78","7.11"
"98031","72","EN00471","2016-12-13","0.44","0.8","1","0.3","8.45","40.85","41.62","4.48","0.05","0.87","0.9","0.07","0","9.41","44.53","47.43","5.17"
"98032","72","EN00471","2016-12-14","0.93","0.41","0.28","0.42","7.86","37.49","36.3","4.32","0.3","0.8","0.84","0.16","0","5.94","43.96","44.42","4.83"
"98033","72","EN00471","2016-12-15","0","0","0","0","1.62","-1.49","-1.2","0.69","0.01","0.29","0.29","0","0","1.98","26.17","26.15","0.81"
"98034","72","EN00471","2016-12-16","1","0.63","1","0.45","2.37","0.64","-0.23","4.37","0.08","0.32","0.29","0.08","0","6.05","27.05","27.99","3.14"
"98035","72","EN00471","2016-12-17","0","0.96","1","0.13","15.19","31.53","34.17","7.81","0.08","0.84","0.86","0.06","0","15.66","35.88","36.37","7.4"
"98036","72","EN00471","2016-12-18","0.07","0.89","1","0.23","13.9","52.23","56.11","8.04","0.09","0.86","0.85","0.07","0.02","11.05","56.63","59.9","8.76"
"98037","72","EN00471","2016-12-19","0","1","1","0","5.29","31.03","32.1","2.73","0.19","0.73","0.71","0.09","0.01","1.69","39.04","39.08","1.58"
"98038","72","EN00471","2016-12-20","0.28","0.73","1","0.41","5.12","25.9","25.95","2.94","0.11","0.64","0.59","0.12","0.1","2.72","37.15","37.05","3.92"
"98039","72","EN00471","2016-12-21","0.5","0.67","0.66","0.2","2.77","32.54","32.44","1.13","0.02","0.8","0.8","0.01","0","2.28","38.22","38.03","0.94"
"98040","72","EN00471","2016-12-22","0","0.15","0","0.32","8.3","33.09","34.6","4.48","0.48","0.56","0.47","0.23","0","18.07","50.56","49.87","9.57"
"98041","72","EN00471","2016-12-23","0","1","1","0","0.58","32.94","32.99","0.24","0.01","0.59","0.59","0","0","0.22","46.26","46.25","0.09"
"98042","72","EN00471","2016-12-24","0.21","0.81","0.92","0.25","11.98","43.04","45.43","5.98","0.06","0.68","0.66","0.08","0","12.88","53.45","53.18","6.41"
"98043","72","EN00471","2016-12-25","0.63","0.61","0.82","0.38","3.39","49.26","48.67","2.16","0.14","0.79","0.81","0.1","0","8.21","55.97","53.87","5.59"
"98044","72","EN00471","2016-12-26","0","0.97","1","0.09","1.59","46.99","46.94","0.93","0.12","0.78","0.81","0.07","0","5.04","53.82","54.18","2.99"
"98045","72","EN00471","2016-12-27","0.44","0.73","0.79","0.28","6.3","55.64","57.1","3.66","0.11","0.86","0.88","0.06","0","8.78","59.84","60.4","5.1"
"98046","72","EN00471","2016-12-28","0","0.05","0","0.15","3.98","37.15","35.31","5.41","0.36","0.67","0.75","0.22","0","14.31","49.45","48.96","8.02"
"98047","72","EN00471","2016-12-29","1","0.43","0.21","0.44","27.2","33.04","38.62","12.89","0.61","0.58","0.42","0.28","0.32","7.33","50.18","47.9","5.71"
"98048","72","EN00471","2016-12-30","0","0","0","0.02","3.37","18.5","18.9","1.75","0.23","0.47","0.46","0.16","0","9.06","38.32","38.38","6.65"
"98049","72","EN00471","2016-12-31","0.87","0.4","0","0.44","3.87","22.85","21.87","2.21","0.33","0.59","0.52","0.17","0","17.19","37.22","43.96","8.68"
"98050","72","EN00476","2016-11-14","0.06","0.59","0.58","0.02","0.77","32.4","32.17","0.35","0.05","0.59","0.59","0.02","0","3.08","45.75","45.7","1.26"
"98051","72","EN00476","2016-11-15","0.1","0.05","0.01","0.07","11.55","38.76","40.76","5.33","0.16","0.66","0.67","0.1","0","16.39","50.1","49.03","8.75"
"98052","72","EN00476","2016-11-16","0.14","0.12","0","0.21","5.89","41.88","43.07","3.52","0.3","0.76","0.83","0.16","0","16.59","49.9","48.99","9.35"
"98053","72","EN00476","2016-11-17","0","0","0","0.01","8.88","46.85","49.21","4.43","0.3","0.67","0.61","0.15","0","22.06","58.78","62.67","10.85"
"98054","72","EN00476","2016-11-18","0","1","1","0","5.54","35.45","35.12","2.27","0.1","0.76","0.75","0.04","0.02","2.35","42.45","42.45","0.96"
"98055","72","EN00476","2016-11-19","0","0.9","1","0.27","5.45","26.59","27.16","3.19","0.04","0.69","0.69","0.04","0.01","2.02","35.8","36.81","2.61"
"98056","72","EN00476","2016-11-20","0.25","0.17","0.11","0.195","1.075","22.285","22.405","0.815","0.14","0.705","0.735","0.085","0","4.865","31.065","30.31","3.545"
"98057","72","EN00476","2016-11-21","0","0.01","0","0.05","3.36","24.17","25.44","2.05","0.22","0.71","0.75","0.12","0","11.98","33.03","32.39","6.38"
"98058","72","EN00476","2016-11-22","0.08","0.08","0.05","0.16","2.75","27.25","27.86","1.64","0.18","0.73","0.74","0.1","0","9.12","35.34","37.09","5.18"
"98059","72","EN00476","2016-11-23","0","1","1","0","0.34","47.77","47.87","0.16","0","0.96","0.96","0","0.01","0.27","48.8","48.86","0.12"
"98060","72","EN00476","2016-11-24","0","1","1","0","2.08","36.95","36.64","1.745","0.035","0.86","0.85","0.02","0","1.465","40.745","40.735","1.315"
"98061","72","EN00476","2016-11-25","0","1","1","0","0.205","34.35","34.345","0.17","0.025","0.825","0.835","0.015","0","0.845","39.18","39.065","0.47"
"98062","72","EN00476","2016-11-26","1","0.58","1","0.47","2.71","33.18","34.22","1.51","0.09","0.78","0.8","0.07","0","5.69","39.75","40.09","3.76"
"98063","72","EN00476","2016-11-27","0","0.05","0","0.12","4.07","32.62","33","2.41","0.25","0.75","0.69","0.13","0","12.2","40.46","42.3","6.76"
"98064","72","EN00476","2016-11-28","0","0.94","1","0.16","11.81","42.09","42.73","6.52","0.26","0.82","0.87","0.12","0.67","5.11","47.49","47.01","2.97"
"98065","72","EN00476","2016-11-29","0.71","0.4","0.29","0.36","1.99","45.9","45.78","1.4","0.23","0.74","0.8","0.12","0.01","5.82","54.38","55.82","3.82"
"98066","72","EN00476","2016-11-30","0.62","0.53","0.47","0.34","8.85","36.79","34.94","4.86","0.23","0.71","0.73","0.13","0","6.34","46.26","46.44","4.28"
"98067","72","EN00476","2016-12-01","0","1","1","0","0.14","29.74","29.77","0.06","0.01","0.76","0.76","0","0","0.43","36.45","36.51","0.18"
"98068","72","EN00476","2016-12-02","0","1","1","0","0.04","33.86","33.85","0.02","0.01","0.87","0.87","0","0","0.13","37.27","37.29","0.06"
"98069","72","EN00476","2016-12-03","0.51","0.68","0.96","0.4","0.94","29.2","28.85","1.53","0.12","0.76","0.76","0.07","0","3.75","35.97","37.16","2.38"
"98070","72","EN00476","2016-12-04","0","0.95","1","0.11","6.21","33.54","33.42","3.3","0.09","0.86","0.85","0.06","0.18","4.61","37.39","38.65","2.52"
"98071","72","EN00476","2016-12-05","0.94","0.58","1","0.45","1.43","31.96","31.67","1.12","0.08","0.83","0.87","0.05","0","3.28","36.66","35.39","2.67"
"98072","72","EN00476","2016-12-06","0.31","0.78","1","0.35","2.99","33.21","32.39","2.15","0.04","0.82","0.82","0.03","0.04","1.57","38.11","37.92","2.4"
"98073","72","EN00476","2016-12-07","0.91","0.46","0.49","0.42","0.94","22.98","22.67","1.69","0.19","0.71","0.72","0.11","0","5","31.68","31.76","3.37"
"98074","72","EN00476","2016-12-08","0.24","0.87","1","0.23","0.7","14.24","13.77","0.96","0.02","0.69","0.68","0.03","0","1.36","22.81","22.53","1.35"
"98075","72","EN00476","2016-12-09","0.04","0.91","1","0.17","0.44","15.82","15.87","0.36","0.14","0.73","0.76","0.07","0","4.14","23.26","22.72","2.27"
"98076","72","EN00476","2016-12-10","0.06","0.95","1","0.09","2.1","16.94","16.71","1.58","0.12","0.68","0.67","0.07","0","5.47","25.99","27.65","2.61"
"98077","72","EN00476","2016-12-11","0","1","1","0","11.39","25.42","23.37","5.8","0.26","0.76","0.69","0.13","0.04","3.7","32.48","33.24","2.42"
"98078","72","EN00476","2016-12-12","0","0.94","1","0.2","9.72","26.73","24.04","5.57","0.1","0.82","0.81","0.06","0.03","6.59","31.56","30.06","4.21"
"98079","72","EN00476","2016-12-13","0.47","0.8","1","0.33","5.75","23.4","24.7","5.54","0.04","0.87","0.87","0.04","0.04","5.12","26.74","28.59","4.88"
"98080","72","EN00476","2016-12-14","0","0","0","0","2.09","-1.86","-2.12","0.87","0.02","0.57","0.57","0.01","0","2.69","10.26","10.29","1.1"
"98081","72","EN00476","2016-12-15","0","0.13","0","0.29","1.43","-2.46","-3.09","1.95","0.09","0.58","0.61","0.07","0","5","9.37","9.2","3.06"
"98082","72","EN00476","2016-12-16","0","0.99","1","0.02","8.06","9.99","7.61","7.86","0.06","0.61","0.59","0.11","0","10.95","21.42","22.43","5.85"
"98083","72","EN00476","2016-12-17","0","1","1","0","3.03","30.08","31.82","3.83","0.02","0.94","0.94","0.02","0.18","2.5","31.7","32.75","3.52"
"98084","72","EN00476","2016-12-18","0.64","0.71","0.92","0.37","6.97","10.67","10.26","4.61","0.07","0.79","0.79","0.04","0","5.13","15.96","16.77","4.2"
"98085","72","EN00476","2016-12-19","0","0","0","0","7.29","0.21","-0.39","4.22","0.17","0.66","0.75","0.13","0","13.47","9.72","12.78","7.17"
"98086","72","EN00476","2016-12-20","0","0","0","0","8.26","13.99","16.1","5.01","0.2","0.7","0.76","0.14","0","17.83","22.8","25.75","8.97"
"98087","72","EN00476","2016-12-21","0","0","0","0.02","6.78","23.07","24.89","3.63","0.15","0.75","0.77","0.11","0.01","12.16","30.49","33.61","7.09"
"98088","72","EN00476","2016-12-22","0.98","0.44","0.3","0.44","2.73","27.93","28.98","1.82","0.12","0.76","0.79","0.08","0","6.34","34.92","34.87","4.16"
"98089","72","EN00477","2016-11-11","0","0","0","0","5.52","37.79","35.71","3.08","0.27","0.63","0.64","0.14","0","8.8","50.45","48.94","4.89"
"98090","72","EN00477","2016-11-13","0","0","0","0","11.13","38.79","42.02","5.01","0.3","0.71","0.77","0.15","0","22.19","48.47","49.7","10.17"
"98091","72","EN00477","2016-11-14","0","0","0","0","0.75","40.92","40.55","0.38","0.04","0.85","0.83","0.02","0","2.04","45.19","44.17","1.02"
"98092","72","EN00477","2016-11-15","0","0","0","0","6.99","44.34","45.95","3.62","0.37","0.71","0.73","0.18","0","22.9","54.8","53.89","10.74"
"98093","72","EN00477","2016-11-16","0","0","0","0","5.04","46.9","48.21","2.98","0.36","0.66","0.6","0.2","0","19.81","59.81","65.72","11.18"
"98094","72","EN00477","2016-11-18","0.51","0.72","0.87","0.35","9.89","34.8","30.18","9.76","0.1","0.67","0.65","0.05","0","5.55","45.22","42.21","9.14"
"98095","72","EN00477","2016-11-19","0","0","0","0.01","2.06","22.6","22.62","1.59","0.27","0.64","0.71","0.16","0","9.35","34.31","31.92","5.85"
"98096","72","EN00477","2016-11-20","0","0","0","0","4.11","24.54","25.37","2.15","0.25","0.59","0.59","0.13","0","14.65","38.25","38.37","7.95"
"98097","72","EN00477","2016-11-21","0","0","0","0","8.79","29.73","32.66","4.37","0.14","0.59","0.55","0.08","0","15.36","43.41","48.68","7.78"
"98098","72","EN00477","2016-11-24","0","1","1","0","0.32","38.67","38.51","0.16","0.03","0.82","0.81","0.01","0","1.31","43.76","43.1","0.65"
"98099","72","EN00477","2016-11-25","1","0.48","0","0.49","2.28","35.06","34.82","1.45","0.15","0.75","0.8","0.1","0","7.04","42.55","40.37","4.74"
"98100","72","EN00477","2016-11-26","0","0","0","0","4.2","34.63","34.95","2.38","0.34","0.72","0.76","0.18","0","15.18","44.03","45.29","8.75"
"98101","72","EN00477","2016-11-27","0","0.9","1","0.28","8.76","47.29","50.62","4.79","0.04","0.86","0.87","0.03","0.11","8.25","51.22","54.07","4.43"
"98102","72","EN00477","2016-11-28","0.86","0.38","0","0.43","18.44","41.57","37.67","8.98","0.37","0.63","0.52","0.19","0","5.26","54.99","55.6","4.18"
"98103","72","EN00477","2016-11-29","0.13","0.09","0","0.16","2.89","29.76","29.49","1.79","0.13","0.6","0.6","0.08","0","8.72","43.06","40.47","4.78"
"98104","72","EN00477","2016-11-30","0","0","0","0","0.07","22.98","22.94","0.04","0.02","0.73","0.72","0.01","0","0.66","30.5","30.17","0.33"
"98105","72","EN00477","2016-12-01","0","0","0","0","2.99","24.35","24.1","1.53","0.21","0.69","0.74","0.12","0","10.98","33.84","31.14","5.98"
"98106","72","EN00477","2016-12-03","0.28","0.74","0.93","0.37","4.1","31.27","31.41","3","0.21","0.7","0.77","0.12","0","12.18","40.57","43.53","5.98"
"98107","72","EN00477","2016-12-04","0.95","0.62","0.98","0.45","3.84","35.59","36.63","2.28","0.06","0.91","0.93","0.05","0.33","3.97","38.17","38.55","3.39"
"98108","72","EN00477","2016-12-05","0","0.07","0","0.16","4.19","33.56","32.88","3.1","0.18","0.83","0.9","0.14","0","9.55","38.88","36.72","6.88"
"98109","72","EN00477","2016-12-06","0.82","0.27","0","0.42","9.76","19.77","16.14","6.99","0.29","0.58","0.52","0.17","0","5.91","33.84","33.59","2.71"
"98110","72","EN00477","2016-12-07","0.21","0.74","1","0.42","5.25","14.78","13.65","3.91","0.16","0.62","0.64","0.13","0","5.02","26.36","26.5","3.79"
"98111","72","EN00477","2016-12-08","0","0.02","0","0.05","2.89","9.26","9.8","1.76","0.08","0.64","0.64","0.05","0","5.47","19.45","18.46","3.39"
"98112","72","EN00477","2016-12-10","0.04","0.93","1","0.14","3.68","19.21","19.69","2.53","0.14","0.6","0.6","0.07","0","10.08","31.79","33","4.97"
"98113","72","EN00477","2016-12-11","0","0.85","1","0.3","11.95","32","31.61","7.08","0.18","0.76","0.78","0.13","0.01","6.49","39.08","40.83","5.72"
"98114","72","EN00477","2016-12-13","0.44","0.22","0","0.34","11.37","10.86","6.6","6.25","0.27","0.6","0.58","0.14","0","5.47","23.12","22.58","3.67"
"98115","72","EN00477","2016-12-15","0.38","0.72","0.76","0.34","2.14","3.11","2.83","2.05","0.06","0.42","0.43","0.04","0","3.4","22.88","23.35","1.86"
"98116","72","EN00477","2016-12-16","0","1","1","0","10.41","23.94","26.66","7.67","0.31","0.8","0.9","0.19","0.01","3.04","30.04","30.41","1.89"
"98117","72","EN00477","2016-12-17","0.15","0.08","0","0.08","2.2","-3.34","-4.44","1.1","0.03","0.76","0.74","0.02","0","1.34","2.59","1.92","0.67"
"98118","72","EN00477","2016-12-18","0","0","0","0","4.55","-6.48","-5.27","2.86","0.08","0.7","0.72","0.06","0","4.68","1.12","1.57","4.4"
"98119","72","EN00477","2016-12-19","0","0","0","0","12.86","2.65","4.93","5.93","0.2","0.62","0.6","0.09","0","18.99","13.44","18.31","9.34"
"98120","72","EN00477","2016-12-22","0.21","0.23","0","0.38","2.1","26.57","27.1","1.57","0.2","0.71","0.68","0.11","0","10.05","35.27","36.88","5.36"
"98121","72","EN00477","2016-12-23","0.8","0.68","1","0.42","7.16","33.01","34.81","4.41","0.08","0.77","0.76","0.08","0.03","4.36","39.61","38.23","3.85"
"98122","72","EN00477","2016-12-24","0","1","1","0","0.05","39.5","39.48","0.03","0.01","0.96","0.96","0.01","0","0.12","40.45","40.39","0.06"
"98123","72","EN00477","2016-12-25","0.02","0.95","1","0.11","12.15","49.92","47.28","6.65","0.13","0.89","0.88","0.08","0.21","13","53.3","51.97","7.49"
"98124","72","EN00477","2016-12-26","0.49","0.27","0","0.36","6.52","25.96","23.42","4.57","0.17","0.55","0.57","0.09","0","8.33","41.38","41.36","5.13"
"98125","72","EN00477","2016-12-28","0","0","0","0","1.66","23.34","22.51","0.83","0.03","0.54","0.52","0.02","0","0.42","38.59","38.38","0.21"
"98126","72","EN00477","2016-12-29","0","0","0","0","3.75","18.71","18.61","1.97","0.18","0.46","0.47","0.1","0","9.52","38.48","36.21","5.21"
"98127","72","EN00477","2016-12-30","0","0","0","0","2.87","17.22","17.7","1.47","0.34","0.42","0.34","0.17","0","22.05","40.51","45.38","11.87"
"98128","72","EN00477","2016-12-31","0","0","0","0","0.02","20.1","20.09","0.01","0.02","0.84","0.83","0.01","0","0.32","24.24","24.08","0.16"
"98129","72","EN00477","2017-01-01","0.76","0.35","0.08","0.39","9.12","26.16","28.77","4.4","0.21","0.74","0.72","0.11","0","16.89","33.82","37.32","8.06"
"98130","72","EN00477","2017-01-02","0","1","1","0","2.26","44.36","43.23","1.13","0","0.98","0.98","0","0.01","2.45","44.9","43.67","1.22"
"98131","72","EN00477","2017-01-03","1","0.58","1","0.48","19.03","22.46","18.3","9.6","0.25","0.8","0.74","0.12","0","11.61","27.92","26.92","6.64"
"98132","72","EN00477","2017-01-04","0","1","1","0","0.37","11.34","11.16","0.18","0.01","0.88","0.88","0.01","0","0.66","14.07","13.74","0.33"
"98133","72","EN00477","2017-01-05","0.87","0.59","0.8","0.42","4.86","4.78","6.12","3.08","0.17","0.77","0.76","0.09","0","3.47","10.75","10.6","2.67"
"98134","72","EN00477","2017-01-06","0","0","0","0","0.46","-1.04","-1.27","0.23","0.01","0.82","0.81","0","0","0.71","3.32","2.96","0.36"
"98135","72","EN00477","2017-01-07","0","0","0","0","8.37","5.89","7.12","4.4","0.15","0.74","0.79","0.09","0","12.7","12.76","12.9","6.9"
"98136","72","EN00477","2017-01-08","0.37","0.19","0","0.31","7.27","13.56","15.05","4.75","0.32","0.68","0.67","0.15","0","18.64","23.52","24.77","9.84"
"98137","72","EN00477","2017-01-09","0.03","0.04","0","0.07","18.58","25.33","23.8","9.55","0.1","0.64","0.62","0.11","0.01","16.09","36.39","39.59","8.44"
"98138","72","EN00477","2017-01-10","0.07","0.12","0","0.26","15.77","36.86","39.4","7.82","0.12","0.71","0.73","0.09","0","9.51","45.8","45.88","7.49"
"98139","72","EN00477","2017-01-11","0","1","1","0","1.17","21.14","20.56","0.59","0","0.88","0.88","0","0","1.28","24.25","23.61","0.64"
"98140","72","EN00477","2017-01-12","1","0.43","0","0.47","1.65","14.8","14.46","1.36","0.18","0.72","0.69","0.1","0","5.91","22.86","22.24","3.41"
"98141","72","EN00477","2017-01-13","1","0.61","1","0.47","7.54","14.27","12.93","4.21","0.11","0.68","0.66","0.07","0","4.45","23.37","23.83","2.26"
"98142","72","EN00477","2017-01-14","0","1","1","0","0.28","26.23","26.09","0.14","0.01","0.86","0.86","0.01","0","0.13","29.7","29.63","0.07"
"98143","72","EN00477","2017-01-15","0","1","1","0","2.91","30.15","30.43","1.8","0.01","0.96","0.96","0.03","0.07","2.61","31.19","31.41","1.24"
"98144","72","EN00477","2017-01-16","0","1","1","0.02","7.13","39.05","38.1","4.99","0.03","0.96","0.97","0.03","0.41","8.18","40.08","39.39","5.48"
"98145","72","EN00477","2017-01-17","0.4","0.35","0.15","0.2","0.12","31.02","30.96","0.06","0.01","0.98","0.98","0.01","0","0.12","31.51","31.45","0.06"
"98146","72","EN00477","2017-01-18","0.63","0.69","0.94","0.37","8.63","34.92","37.66","4.52","0.08","0.91","0.93","0.08","0","10.65","37.38","39.91","6.42"
"98147","72","EN00477","2017-01-19","0","1","1","0","3.07","44.11","44.95","1.9","0.01","0.96","0.96","0.01","0","3.41","45.13","45.64","1.86"
